               UTC_Date_&_Time	  Hora del Meridiano de Greenwich	   Temperature	  Dissolved Oxygen	  Dissolved Oxygen Saturation
           2020-07-23 07:09:00	              2020-07-23 08:09:00	17.081	8.589	89.019784
           2020-07-23 07:19:00	              2020-07-23 08:19:00	17.072	8.592	89.034175
           2020-07-23 07:29:00	              2020-07-23 08:29:00	17.072	8.597	89.085988
           2020-07-23 07:39:00	              2020-07-23 08:39:00	17.089	8.602	89.169385
           2020-07-23 07:49:00	              2020-07-23 08:49:00	17.072	8.621	89.334686
           2020-07-23 07:59:00	              2020-07-23 08:59:00	17.098	8.644	89.621566
           2020-07-23 08:09:00	              2020-07-23 09:09:00	17.089	8.642	89.584029
           2020-07-23 08:19:00	              2020-07-23 09:19:00	17.115	8.65	89.715538
           2020-07-23 08:29:00	              2020-07-23 09:29:00	17.14	8.643	89.689615
           2020-07-23 08:39:00	              2020-07-23 09:39:00	17.148	8.653	89.808342
           2020-07-23 08:49:00	              2020-07-23 09:49:00	17.174	8.673	90.06464
           2020-07-23 08:59:00	              2020-07-23 09:59:00	17.191	8.676	90.127663
           2020-07-23 09:09:00	              2020-07-23 10:09:00	17.242	8.693	90.400073
           2020-07-23 09:19:00	              2020-07-23 10:19:00	17.267	8.695	90.467855
           2020-07-23 09:29:00	              2020-07-23 10:29:00	17.318	8.693	90.542886
           2020-07-23 09:39:00	              2020-07-23 10:39:00	17.343	8.703	90.694085
           2020-07-23 09:49:00	              2020-07-23 10:49:00	17.411	8.693	90.717706
           2020-07-23 09:59:00	              2020-07-23 10:59:00	17.462	8.696	90.844944
           2020-07-23 10:09:00	              2020-07-23 11:09:00	17.512	8.695	90.928555
           2020-07-23 10:19:00	              2020-07-23 11:19:00	17.555	8.702	91.082728
           2020-07-23 10:29:00	              2020-07-23 11:29:00	17.631	8.701	91.21539
           2020-07-23 10:39:00	              2020-07-23 11:39:00	17.707	8.695	91.295565
           2020-07-23 10:49:00	              2020-07-23 11:49:00	17.774	8.681	91.274533
           2020-07-23 10:59:00	              2020-07-23 11:59:00	17.825	8.676	91.317814
           2020-07-23 11:09:00	              2020-07-23 12:09:00	17.91	8.665	91.361629
           2020-07-23 11:19:00	              2020-07-23 12:19:00	17.977	8.65	91.329092
           2020-07-23 11:29:00	              2020-07-23 12:29:00	18.07	8.643	91.429466
           2020-07-23 11:39:00	              2020-07-23 12:39:00	18.146	8.637	91.508369
           2020-07-23 11:49:00	              2020-07-23 12:49:00	18.222	8.627	91.544672
           2020-07-23 11:59:00	              2020-07-23 12:59:00	18.323	8.602	91.467953
           2020-07-23 12:09:00	              2020-07-23 13:09:00	18.441	8.594	91.603082
           2020-07-23 12:19:00	              2020-07-23 13:19:00	18.516	8.587	91.668365
           2020-07-23 12:29:00	              2020-07-23 13:29:00	18.634	8.572	91.728039
           2020-07-23 12:39:00	              2020-07-23 13:39:00	18.777	8.568	91.951622
           2020-07-23 12:49:00	              2020-07-23 13:49:00	18.903	8.577	92.2833
           2020-07-23 12:59:00	              2020-07-23 13:59:00	19.071	8.55	92.305447
           2020-07-23 13:09:00	              2020-07-23 14:09:00	19.197	8.537	92.399368
           2020-07-23 13:19:00	              2020-07-23 14:19:00	19.298	8.537	92.587239
           2020-07-23 13:29:00	              2020-07-23 14:29:00	19.365	8.537	92.711908
           2020-07-23 13:39:00	              2020-07-23 14:39:00	19.491	8.494	92.478288
           2020-07-23 13:49:00	              2020-07-23 14:49:00	19.558	8.496	92.624228
           2020-07-23 13:59:00	              2020-07-23 14:59:00	19.625	8.47	92.464591
           2020-07-23 14:09:00	              2020-07-23 15:09:00	19.659	8.448	92.287105
           2020-07-23 14:19:00	              2020-07-23 15:19:00	19.667	8.44	92.214448
           2020-07-23 14:29:00	              2020-07-23 15:29:00	19.717	8.42	92.087823
           2020-07-23 14:39:00	              2020-07-23 15:39:00	19.717	8.398	91.847213
           2020-07-23 14:49:00	              2020-07-23 15:49:00	19.7	8.375	91.564588
           2020-07-23 14:59:00	              2020-07-23 15:59:00	19.684	8.357	91.338607
           2020-07-23 15:09:00	              2020-07-23 16:09:00	19.692	8.326	91.014328
           2020-07-23 15:19:00	              2020-07-23 16:19:00	19.684	8.318	90.912353
           2020-07-23 15:29:00	              2020-07-23 16:29:00	19.692	8.282	90.53335
           2020-07-23 15:39:00	              2020-07-23 16:39:00	19.642	8.29	90.530336
           2020-07-23 15:49:00	              2020-07-23 16:49:00	19.659	8.275	90.39723
           2020-07-23 15:59:00	              2020-07-23 16:59:00	19.65	8.254	90.151611
           2020-07-23 16:09:00	              2020-07-23 17:09:00	19.608	8.254	90.075962
           2020-07-23 16:19:00	              2020-07-23 17:19:00	19.608	8.237	89.89044
           2020-07-23 16:29:00	              2020-07-23 17:29:00	19.575	8.23	89.754793
           2020-07-23 16:39:00	              2020-07-23 17:39:00	19.575	8.214	89.5803
           2020-07-23 16:49:00	              2020-07-23 17:49:00	19.55	8.219	89.590002
           2020-07-23 16:59:00	              2020-07-23 17:59:00	19.541	8.199	89.355898
           2020-07-23 17:09:00	              2020-07-23 18:09:00	19.516	8.183	89.1369
           2020-07-23 17:19:00	              2020-07-23 18:19:00	19.466	8.183	89.047665
           2020-07-23 17:29:00	              2020-07-23 18:29:00	19.441	8.179	88.959548
           2020-07-23 17:39:00	              2020-07-23 18:39:00	19.407	8.167	88.768484
           2020-07-23 17:49:00	              2020-07-23 18:49:00	19.373	8.172	88.762256
           2020-07-23 17:59:00	              2020-07-23 18:59:00	19.323	8.172	88.673191
           2020-07-23 18:09:00	              2020-07-23 19:09:00	19.323	8.16	88.542981
           2020-07-23 18:19:00	              2020-07-23 19:19:00	19.256	8.17	88.5322
           2020-07-23 18:29:00	              2020-07-23 19:29:00	19.256	8.152	88.337147
           2020-07-23 18:39:00	              2020-07-23 19:39:00	19.206	8.156	88.291643
           2020-07-23 18:49:00	              2020-07-23 19:49:00	19.172	8.152	88.187964
           2020-07-23 18:59:00	              2020-07-23 19:59:00	19.138	8.163	88.246511
           2020-07-23 19:09:00	              2020-07-23 20:09:00	19.105	8.159	88.144633
           2020-07-23 19:19:00	              2020-07-23 20:19:00	19.071	8.154	88.030248
           2020-07-23 19:29:00	              2020-07-23 20:29:00	19.021	8.153	87.930701
           2020-07-23 19:39:00	              2020-07-23 20:39:00	18.97	8.163	87.947933
           2020-07-23 19:49:00	              2020-07-23 20:49:00	18.928	8.152	87.754906
           2020-07-23 19:59:00	              2020-07-23 20:59:00	18.903	8.139	87.570687
           2020-07-23 20:09:00	              2020-07-23 21:09:00	18.844	8.151	87.595171
           2020-07-23 20:19:00	              2020-07-23 21:19:00	18.811	8.145	87.472224
           2020-07-23 20:29:00	              2020-07-23 21:29:00	18.785	8.147	87.447632
           2020-07-23 20:39:00	              2020-07-23 21:39:00	18.727	8.16	87.48425
           2020-07-23 20:49:00	              2020-07-23 21:49:00	18.685	8.157	87.3776
           2020-07-23 20:59:00	              2020-07-23 21:59:00	18.634	8.159	87.308571
           2020-07-23 21:09:00	              2020-07-23 22:09:00	18.592	8.177	87.426546
           2020-07-23 21:19:00	              2020-07-23 22:19:00	18.558	8.175	87.344763
           2020-07-23 21:29:00	              2020-07-23 22:29:00	18.516	8.18	87.323539
           2020-07-23 21:39:00	              2020-07-23 22:39:00	18.466	8.186	87.298677
           2020-07-23 21:49:00	              2020-07-23 22:49:00	18.441	8.187	87.264887
           2020-07-23 21:59:00	              2020-07-23 22:59:00	18.398	8.197	87.29493
           2020-07-23 22:09:00	              2020-07-23 23:09:00	18.348	8.205	87.29105
           2020-07-23 22:19:00	              2020-07-23 23:19:00	18.314	8.21	87.283645
           2020-07-23 22:29:00	              2020-07-23 23:29:00	18.281	8.217	87.299206
           2020-07-23 22:39:00	              2020-07-23 23:39:00	18.247	8.21	87.164253
           2020-07-23 22:49:00	              2020-07-23 23:49:00	18.205	8.218	87.174289
           2020-07-23 22:59:00	              2020-07-23 23:59:00	18.171	8.242	87.368074
           2020-07-23 23:09:00	              2020-07-24 00:09:00	18.112	8.25	87.347288
           2020-07-23 23:19:00	              2020-07-24 00:19:00	18.087	8.254	87.344883
           2020-07-23 23:29:00	              2020-07-24 00:29:00	18.053	8.257	87.315748
           2020-07-23 23:39:00	              2020-07-24 00:39:00	18.019	8.254	87.223172
           2020-07-23 23:49:00	              2020-07-24 00:49:00	17.985	8.279	87.426329
           2020-07-23 23:59:00	              2020-07-24 00:59:00	17.926	8.27	87.225524
           2020-07-24 00:09:00	              2020-07-24 01:09:00	17.901	8.279	87.275592
           2020-07-24 00:19:00	              2020-07-24 01:19:00	17.884	8.283	87.287245
           2020-07-24 00:29:00	              2020-07-24 01:29:00	17.834	8.302	87.397526
           2020-07-24 00:39:00	              2020-07-24 01:39:00	17.8	8.306	87.378455
           2020-07-24 00:49:00	              2020-07-24 01:49:00	17.766	8.311	87.369845
           2020-07-24 00:59:00	              2020-07-24 01:59:00	17.741	8.317	87.387887
           2020-07-24 01:09:00	              2020-07-24 02:09:00	17.698	8.329	87.436414
           2020-07-24 01:19:00	              2020-07-24 02:19:00	17.665	8.332	87.408374
           2020-07-24 01:29:00	              2020-07-24 02:29:00	17.631	8.34	87.430911
           2020-07-24 01:39:00	              2020-07-24 02:39:00	17.605	8.343	87.415406
           2020-07-24 01:49:00	              2020-07-24 02:49:00	17.555	8.36	87.503058
           2020-07-24 01:59:00	              2020-07-24 02:59:00	17.538	8.356	87.43045
           2020-07-24 02:09:00	              2020-07-24 03:09:00	17.479	8.384	87.616391
           2020-07-24 02:19:00	              2020-07-24 03:19:00	17.462	8.385	87.596004
           2020-07-24 02:29:00	              2020-07-24 03:29:00	17.428	8.397	87.659608
           2020-07-24 02:39:00	              2020-07-24 03:39:00	17.402	8.392	87.56022
           2020-07-24 02:49:00	              2020-07-24 03:49:00	17.369	8.393	87.510756
           2020-07-24 02:59:00	              2020-07-24 03:59:00	17.335	8.411	87.6366
           2020-07-24 03:09:00	              2020-07-24 04:09:00	17.301	8.42	87.668479
           2020-07-24 03:19:00	              2020-07-24 04:19:00	17.276	8.407	87.48769
           2020-07-24 03:29:00	              2020-07-24 04:29:00	17.267	8.417	87.575381
           2020-07-24 03:39:00	              2020-07-24 04:39:00	17.191	8.431	87.582565
           2020-07-24 03:49:00	              2020-07-24 04:49:00	17.165	8.44	87.628643
           2020-07-24 03:59:00	              2020-07-24 04:59:00	17.148	8.453	87.732568
           2020-07-24 04:09:00	              2020-07-24 05:09:00	17.106	8.462	87.7492
           2020-07-24 04:19:00	              2020-07-24 05:19:00	17.081	8.47	87.786421
           2020-07-24 04:29:00	              2020-07-24 05:29:00	17.047	8.47	87.724225
           2020-07-24 04:39:00	              2020-07-24 05:39:00	17.013	8.49	87.869032
           2020-07-24 04:49:00	              2020-07-24 05:49:00	16.996	8.5	87.941329
           2020-07-24 04:59:00	              2020-07-24 05:59:00	16.979	8.497	87.879103
           2020-07-24 05:09:00	              2020-07-24 06:09:00	16.928	8.509	87.909531
           2020-07-24 05:19:00	              2020-07-24 06:19:00	16.903	8.511	87.884269
           2020-07-24 05:29:00	              2020-07-24 06:29:00	16.869	8.529	88.007553
           2020-07-24 05:39:00	              2020-07-24 06:39:00	16.852	8.532	88.00721
           2020-07-24 05:49:00	              2020-07-24 06:49:00	16.826	8.55	88.144913
           2020-07-24 05:59:00	              2020-07-24 06:59:00	16.818	8.553	88.161078
           2020-07-24 06:09:00	              2020-07-24 07:09:00	16.767	8.568	88.221426
           2020-07-24 06:19:00	              2020-07-24 07:19:00	16.758	8.579	88.318034
           2020-07-24 06:29:00	              2020-07-24 07:29:00	16.758	8.586	88.390097
           2020-07-24 06:39:00	              2020-07-24 07:39:00	16.716	8.601	88.466605
           2020-07-24 06:49:00	              2020-07-24 07:49:00	16.69	8.613	88.54174
           2020-07-24 06:59:00	              2020-07-24 07:59:00	16.682	8.628	88.681056
           2020-07-24 07:09:00	              2020-07-24 08:09:00	16.639	8.637	88.693485
           2020-07-24 07:19:00	              2020-07-24 08:19:00	16.631	8.642	88.729926
           2020-07-24 07:29:00	              2020-07-24 08:29:00	16.622	8.651	88.805546
           2020-07-24 07:39:00	              2020-07-24 08:39:00	16.622	8.663	88.928731
           2020-07-24 07:49:00	              2020-07-24 08:49:00	16.631	8.678	89.099548
           2020-07-24 07:59:00	              2020-07-24 08:59:00	16.631	8.678	89.099548
           2020-07-24 08:09:00	              2020-07-24 09:09:00	16.656	8.698	89.351775
           2020-07-24 08:19:00	              2020-07-24 09:19:00	16.648	8.702	89.377856
           2020-07-24 08:29:00	              2020-07-24 09:29:00	16.639	8.708	89.422585
           2020-07-24 08:39:00	              2020-07-24 09:39:00	16.699	8.708	89.535241
           2020-07-24 08:49:00	              2020-07-24 09:49:00	16.707	8.717	89.642817
           2020-07-24 08:59:00	              2020-07-24 09:59:00	16.733	8.733	89.856325
           2020-07-24 09:09:00	              2020-07-24 10:09:00	16.758	8.742	89.996066
           2020-07-24 09:19:00	              2020-07-24 10:19:00	16.809	8.734	90.009799
           2020-07-24 09:29:00	              2020-07-24 10:29:00	16.826	8.753	90.237711
           2020-07-24 09:39:00	              2020-07-24 10:39:00	16.877	8.76	90.406279
           2020-07-24 09:49:00	              2020-07-24 10:49:00	16.928	8.755	90.451046
           2020-07-24 09:59:00	              2020-07-24 10:59:00	16.979	8.757	90.568119
           2020-07-24 10:09:00	              2020-07-24 11:09:00	17.047	8.75	90.624199
           2020-07-24 10:19:00	              2020-07-24 11:19:00	17.089	8.753	90.734669
           2020-07-24 10:29:00	              2020-07-24 11:29:00	17.148	8.742	90.732061
           2020-07-24 10:39:00	              2020-07-24 11:39:00	17.199	8.759	91.005022
           2020-07-24 10:49:00	              2020-07-24 11:49:00	17.267	8.741	90.946466
           2020-07-24 10:59:00	              2020-07-24 11:59:00	17.335	8.741	91.074963
           2020-07-24 11:09:00	              2020-07-24 12:09:00	17.394	8.736	91.134323
           2020-07-24 11:19:00	              2020-07-24 12:19:00	17.479	8.709	91.01278
           2020-07-24 11:29:00	              2020-07-24 12:29:00	17.563	8.704	91.118731
           2020-07-24 11:39:00	              2020-07-24 12:39:00	17.605	8.71	91.260719
           2020-07-24 11:49:00	              2020-07-24 12:49:00	17.698	8.679	91.110654
           2020-07-24 11:59:00	              2020-07-24 12:59:00	17.791	8.672	91.211838
           2020-07-24 12:09:00	              2020-07-24 13:09:00	17.876	8.664	91.287249
           2020-07-24 12:19:00	              2020-07-24 13:19:00	17.96	8.647	91.265551
           2020-07-24 12:29:00	              2020-07-24 13:29:00	18.104	8.631	91.366169
           2020-07-24 12:39:00	              2020-07-24 13:39:00	18.213	8.631	91.570262
           2020-07-24 12:49:00	              2020-07-24 13:49:00	18.356	8.634	91.870076
           2020-07-24 12:59:00	              2020-07-24 13:59:00	18.508	8.629	92.101728
           2020-07-24 13:09:00	              2020-07-24 14:09:00	18.651	8.601	92.070147
           2020-07-24 13:19:00	              2020-07-24 14:19:00	18.735	8.6	92.216498
           2020-07-24 13:29:00	              2020-07-24 14:29:00	18.844	8.59	92.312909
           2020-07-24 13:39:00	              2020-07-24 14:39:00	18.954	8.583	92.443113
           2020-07-24 13:49:00	              2020-07-24 14:49:00	19.029	8.558	92.31356
           2020-07-24 13:59:00	              2020-07-24 14:59:00	19.063	8.544	92.225789
           2020-07-24 14:09:00	              2020-07-24 15:09:00	19.105	8.524	92.08786
           2020-07-24 14:19:00	              2020-07-24 15:19:00	19.155	8.506	91.986024
           2020-07-24 14:29:00	              2020-07-24 15:29:00	19.164	8.496	91.894536
           2020-07-24 14:39:00	           2020-07-24 15:39:00	19.174	8.486	91
